Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Notes Receivable,881.697,1209.515,64.778,202.199,166.546,104.334,291.817,206.111,127.608,111.954,,JKCEMENT
Total Receivables,2077.756,3075.727,2261.492,2487.656,2955.32,3354.923,3940.125,5059.746,5670.688,6913.666,5663.2,JKCEMENT
Inventory,5419.548,5414.76,4931.061,5608.929,5898.096,6238.817,6904.018,7565.86,12087.109,9821.156,11815.5,JKCEMENT
Prepaid Exp.,53.231,60.834,229.926,255.058,130.182,133.069,145.508,200.841,234.202,307.067,,JKCEMENT
Other Current Assets,1455.765,1755.641,1493.463,1592.534,1642.675,3291.622,2847.758,5453.117,7630.659,7805.598,17019,JKCEMENT
Total Current Assets,13557.748,14783.339,13270.636,14792.608,16844.548,20454.428,22345.708,31831.147,35246.56,37382.529,44164.5,JKCEMENT
"Gross Property, Plant & Equipment",49669.608,52806.013,56469.566,59387.834,60085.213,68050.077,80671.958,86593.49,100766.645,117719.658,,JKCEMENT
Accumulated Depreciation,-8537.6,-8904.9,-10925.5,-12936.5,-14848.4,-17232.2,-20104.2,-22595.4,-25472.4,-30156.9,,JKCEMENT
"Net Property, Plant & Equipment",41131.965,43901.15,45544.031,46451.382,45236.811,50817.867,60567.729,63998.089,75294.287,87562.804,93751.8,JKCEMENT
Long-term Investments,150.8,0.8,1216.391,1180.127,467.217,445.173,448.029,538.664,149.983,1801.277,2681.3,JKCEMENT
Goodwill,4.332,0,0,,,,,,,0,1602.3,JKCEMENT
Other Intangibles,7.791,208.162,202.188,233.212,239.242,293.834,272.485,468.817,463.58,2813.069,2268.2,JKCEMENT
Loans Receivable Long-Term,,,8.255,1.203,14.341,19.645,18.971,22.461,32.761,65.299,,JKCEMENT
Other Long-Term Assets,2780.861,1607.759,1607.187,1450.212,1757.982,2095.693,1767.42,1860.774,2842.608,3225.601,3552.9,JKCEMENT
Total Assets,57633.497,60501.21,61848.688,64108.744,64560.141,74126.64,85420.342,98719.952,114029.779,132850.579,148021,JKCEMENT
LIABILITIES,,,,,,,,,,,,JKCEMENT
Accounts Payable,4400.932,3071.118,3046.91,4271.298,6652.149,4335.348,4917.856,5997.779,7151.491,8221.398,9310.7,JKCEMENT
Accrued Exp.,258.792,301.583,1917.208,1190.07,1247.311,1143.072,1181.39,1846.24,2280.18,2215.797,,JKCEMENT
Short-term Borrowings,2069.453,3007.085,2493.555,2277.857,1570.121,2481.26,1987.573,1901.845,4511.9,4587.867,,JKCEMENT
Curr. Port. of LT Debt,1355.901,1982.03,2023.784,2210.395,2099.758,2951.5,3997.087,2592.048,4628.12,4373.252,10611.7,JKCEMENT
Curr. Port. of Leases,,,,,,,318.73,497.324,718.733,1014.221,1224.4,JKCEMENT
Curr. Income Taxes Payable,35.652,56.942,,14.89,,,,92.505,,,,JKCEMENT
"Unearned Revenue, Current",,,,60.688,75.376,772.796,1047.429,1271.615,1554.156,1774.072,,JKCEMENT
Other Current Liabilities,3687.307,4338.086,3358.542,2782.444,1451.445,4413.694,4796.824,5374.341,5859.448,7281.672,12854,JKCEMENT
Total Current Liabilities,11808.037,12756.844,12839.999,12807.642,13096.16,16097.67,18246.889,19573.697,26704.028,29468.279,34000.8,JKCEMENT
Long-Term Debt,24415.178,27300.871,28710.661,28701.45,25741.051,24397.883,27035.145,29931.216,29866.157,41009.714,41773.7,JKCEMENT
Long-Term Leases,,,,,,,1871.325,1744.89,1885.249,1956.504,1884.5,JKCEMENT
"Unearned Revenue, Non-Current",,,565.269,863.301,923.202,866.822,781.207,782.063,1114.128,1160.383,983.7,JKCEMENT
Pension & Other Post-Retire. Benefits,132.264,163.277,1,1,41.78,46.144,69.683,77.608,424.506,426.581,,JKCEMENT
"Def. Tax Liability, Non-Curr.",2684.654,2798.375,2165.225,2598.652,2669.666,3122.72,4172.663,5929.683,7382.588,8093.913,10755.5,JKCEMENT
Other Non-Current Liabilities,986.877,1184.452,1598.741,1989.97,2339.6,2645.671,3169.225,3570.671,3746.76,4311.674,5406.4,JKCEMENT
Total Liabilities,40027.01,44203.819,45880.895,46962.015,44811.459,47176.91,55346.137,61609.828,71123.416,86427.048,94804.6,JKCEMENT
Common Stock,699.272,699.272,699.272,699.272,699.272,772.683,772.683,772.683,772.683,772.683,772.7,JKCEMENT
Additional Paid In Capital,2598.86,2598.86,2598.86,2598.86,2598.86,7567.966,7567.966,7567.966,7567.966,7567.966,,JKCEMENT
Retained Earnings,10386.194,11118.821,11943.53,12813.213,15454.1,17693.744,21135.009,28554.58,34571.795,38321.119,,JKCEMENT
Treasury Stock,,,,,,,,,,,,JKCEMENT
Comprehensive Inc. and Other,3777.209,1752.705,628.585,995.51,996.45,987.69,801.18,472.24,336.47,205.735,52898.7,JKCEMENT
Total Common Equity,17461.535,16169.658,15870.247,17106.855,19748.682,27022.083,30276.838,37367.469,43248.914,46867.503,53671.4,JKCEMENT
Minority Interest,144.952,127.733,97.546,39.874,,-72.4,-202.6,-257.3,-342.6,-444,-455,JKCEMENT
Total Equity,17606.487,16297.391,15967.793,17146.729,19748.682,26949.73,30074.205,37110.124,42906.363,46423.531,53216.4,JKCEMENT
Total Liabilities And Equity,57633.497,60501.21,61848.688,64108.744,64560.141,74126.64,85420.342,98719.952,114029.779,132850.579,148021,JKCEMENT
Supplemental Items,,,,,,,,,,,,JKCEMENT
Total Shares Out. on Filing Date,69.92725,69.92725,69.92725,69.92725,69.92725,77.268251,77.268251,77.268251,77.268251,77.268251,77.267932,JKCEMENT
Total Shares Out. on Balance Sheet Date,69.92725,69.92725,69.92725,69.92725,69.92725,77.268251,77.268251,77.268251,77.268251,77.268251,77.267932,JKCEMENT
Book Value/Share,249.71002,231.235433,226.953684,244.637891,282.417541,349.717803,391.840602,483.607025,559.724252,606.555763,694.614164,JKCEMENT
Tangible Book Value,17449.412,15961.496,15668.059,16873.643,19509.44,26728.249,30004.353,36898.652,42785.334,44054.434,49800.9,JKCEMENT
Tangible Book Value/Share,249.536654,228.258597,224.062279,241.302825,278.996242,345.915025,388.314121,477.53963,553.724633,570.149232,644.522232,JKCEMENT
Total Debt,27840.532,32289.986,33228,33189.702,29410.93,29830.643,35209.86,36667.323,41610.159,52941.558,55494.3,JKCEMENT
Net Debt,23289.084,27813.609,28873.306,28341.271,23192.655,22394.646,26701.561,23115.74,31986.257,40406.516,45827.5,JKCEMENT
Debt Equiv. of Unfunded Proj. Benefit Obligation,161.382,241.874,236.516,46.481,139.023,66.429,156.043,62.54,23.462,38.922,,JKCEMENT
Debt Equivalent Oper. Leases,1062.872,1526.288,1720.488,2722.032,3216.48,2750.432,1860.28,1636.032,1718.592,2158.656,,JKCEMENT
Total Minority Interest,144.952,127.733,97.546,39.874,,-72.4,-202.6,-257.3,-342.6,-444,-455,JKCEMENT
Inventory Method,,,,,,,,,,,,JKCEMENT
Raw Materials Inventory,1038.66,783.644,3122.531,3949.473,4432.537,4996.164,4881.62,5663.67,10116.369,7571.767,,JKCEMENT
Work in Progress Inventory,920.634,981.57,980.112,858.416,741.267,531.029,908.308,1029.594,1142.634,1216.73,,JKCEMENT
Finished Goods Inventory,639.021,685.123,828.418,804.931,735.167,822.408,1222.953,976.317,1093.191,1368.231,,JKCEMENT
Other Inventory Accounts,2825.124,2964.423,,,,,,,,,,JKCEMENT
Land,2511.644,2741.625,3469.554,4524.527,4640.238,5434.564,4165.768,4569.131,5531.946,7282.952,,JKCEMENT
Buildings,3744.085,6377.22,6972.945,8060.642,8287.06,8683.428,9603.449,10682.682,11548.272,13145.831,,JKCEMENT
Machinery,25232.932,40003.773,42060.102,44451.694,44998.415,47055.159,56480.804,59896.886,66545.443,84127.64,,JKCEMENT
Construction in Progress,17873.963,3371.447,3210.864,1267.48,1042.652,5744.203,5295.35,5093.335,10320.69,5920.089,,JKCEMENT
Full Time Employees,2390,2470,2745,2855,2967,3414,3678,3751,3941,3767,,JKCEMENT
Accum. Allowance for Doubtful Accts,52.442,56.622,60.2,73.912,95.987,108.997,123.827,125.511,120.896,170.538,,JKCEMENT
Filing Date,,,,,,,,,,,,JKCEMENT
Restatement Type,,,,,,,,,,,,JKCEMENT
Calculation Type,,,,,,,,,,,,JKCEMENT
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,JKCEMENT
,,,,,,,,,,,,JKCEMENT
Cash And Equivalents,270.396,341.409,167.682,46.319,73.1,71.488,110.767,256.415,132.147,244.854,909.767,JAIBALAJI
Short Term Investments,,,,,,,,,63.454,110,,JAIBALAJI
Total Cash & ST Investments,270.396,341.409,167.682,46.319,73.1,71.488,110.767,256.415,195.601,354.854,909.767,JAIBALAJI
Accounts Receivable,7981.18,7712.408,7368.125,4926.267,3993.927,3941.144,2843.896,2440.099,1561.383,2293.105,2417.779,JAIBALAJI
Other Receivables,1401.486,1109.069,964.765,1123.816,1215.038,1213.431,1213.729,1215.407,1043.668,33.789,101.345,JAIBALAJI
Notes Receivable,756.405,700,700,1137.536,1072.79,1060.756,441.127,26.446,29.627,31.204,,JAIBALAJI
Total Receivables,10139.071,9521.477,9032.89,7187.619,6281.755,6215.331,4498.752,3681.952,2634.678,2358.098,2519.124,JAIBALAJI
Inventory,5395.123,5287.185,5278.782,4595.75,4884.95,4960.108,5785.889,6991.649,7580.274,8213.678,9497.074,JAIBALAJI
Other Current Assets,1394.578,2120.2,2344.992,2165.036,1979.885,2722.607,2043.059,2078.742,2978.803,2788.539,2165.88,JAIBALAJI
Total Current Assets,17199.168,17270.271,16824.346,13994.724,13219.69,13969.534,12438.467,13008.758,13389.356,13715.169,15091.845,JAIBALAJI
"Gross Property, Plant & Equipment",27688.879,27730.651,,27280.537,26029.56,25687.26,25852.893,26209.72,26867.624,26184.33,,JAIBALAJI
Accumulated Depreciation,-6874.2,-8373,,-10636.4,-11140.4,-12054.5,-12895.6,-13802.1,-14698.9,-14183.2,,JAIBALAJI
"Net Property, Plant & Equipment",20814.65,19357.653,17797.76,16644.121,14889.172,13632.805,12957.284,12407.601,12168.704,12001.123,14979.412,JAIBALAJI
Long-term Investments,19.528,19.528,19.528,21.02,9.913,9.913,9.912,163.863,61.36,175.818,7.892,JAIBALAJI
Other Intangibles,,,,,,2.057,2.785,4.556,4.264,3.203,2.116,JAIBALAJI
Loans Receivable Long-Term,,,,128.213,98.471,136.148,153.49,,,,,JAIBALAJI
"Deferred Tax Assets, LT",1901.187,3071.669,3071.669,3071.672,2908.514,2908.514,2908.514,2908.514,2908.514,2908.514,2074.789,JAIBALAJI
"Deferred Charges, LT",0.44,0.44,415.606,523.039,392.123,396.194,400.237,423.184,,,,JAIBALAJI
Other Long-Term Assets,1261.327,1210.882,1200.375,896.721,862.221,984.356,921.983,1145.853,1159.263,795.14,1388.88,JAIBALAJI
Total Assets,41196.3,40930.443,39329.284,35279.51,32380.104,32039.521,29792.672,30062.329,29691.461,29598.967,33544.934,JAIBALAJI
LIABILITIES,,,,,,,,,,,,JAIBALAJI
Accounts Payable,9250.573,9041.447,7991.277,5813.921,6414.237,6701.75,6903.925,7503.297,8186.965,8989.513,8704.834,JAIBALAJI
Accrued Exp.,1508.954,1986.317,3824.35,4385.812,4063.239,3581.95,3168.746,3071.407,2522.688,2734.846,33.808,JAIBALAJI
Short-term Borrowings,7421.823,7377.142,7968.262,28882.747,34625.459,20271.781,28071.385,28594.466,25825.097,2336.734,1685.224,JAIBALAJI
Curr. Port. of LT Debt,2528.83,3087.303,4143.611,6630.6,,,,,,,,JAIBALAJI
Curr. Port. of Leases,,,,1,1.013,1.013,1.013,1.013,1.013,1.013,1.014,JAIBALAJI
"Unearned Revenue, Current",,,,,,,,,,178.111,,JAIBALAJI
Other Current Liabilities,1199.153,1002.216,987.02,1390.463,969.884,1143.934,1609.381,2435.874,3917.368,3239.917,4594.611,JAIBALAJI
Total Current Liabilities,21909.333,22494.425,24914.52,47104.543,46073.832,31700.428,39754.45,41606.057,40453.131,17480.134,15019.491,JAIBALAJI
Long-Term Debt,17076.028,20392.3,23189.694,525.265,567.286,16132.669,6611.421,5781.173,5860.806,6260.018,3033.172,JAIBALAJI
Long-Term Leases,,,,5.889,5.889,5.889,5.889,5.889,5.888,5.888,5.887,JAIBALAJI
"Unearned Revenue, Non-Current",,,,,,,,,,292.212,325.179,JAIBALAJI
Pension & Other Post-Retire. Benefits,-1.1,,,,,,,,,,,JAIBALAJI
Other Non-Current Liabilities,,,,,,,,,,,120.042,JAIBALAJI
Total Liabilities,38984.219,42886.725,48104.214,47635.697,46647.007,47838.986,46371.76,47393.119,46319.825,24038.252,18503.771,JAIBALAJI
Common Stock,672.726,737.776,777.776,862.776,963.826,963.826,1104.503,1104.503,1104.503,1454.503,1636.503,JAIBALAJI
Additional Paid In Capital,4740.083,5000.283,5000.283,5000.3,5001.75,5001.75,5220.601,5220.601,5220.601,6690.601,,JAIBALAJI
Retained Earnings,-4869.2,-9035.8,-15933.8,-19645.7,-21327.6,-22860.2,-23999.3,-24751,-24255.6,-23680.1,,JAIBALAJI
Treasury Stock,,,,,,,,,,,,JAIBALAJI
Comprehensive Inc. and Other,1668.476,1341.465,1380.854,1426.42,1095.151,1095.151,1095.151,1095.151,1302.162,21095.752,13404.66,JAIBALAJI
Total Common Equity,2212.081,-1956.3,-8774.9,-12356.2,-14266.9,-15799.5,-16579.1,-17330.8,-16628.4,5560.715,15041.163,JAIBALAJI
Total Equity,2212.081,-1956.3,-8774.9,-12356.2,-14266.9,-15799.5,-16579.1,-17330.8,-16628.4,5560.715,15041.163,JAIBALAJI
Total Liabilities And Equity,41196.3,40930.443,39329.284,35279.51,32380.104,32039.521,29792.672,30062.329,29691.461,29598.967,33544.934,JAIBALAJI
Supplemental Items,,,,,,,,,,,,JAIBALAJI
Total Shares Out. on Filing Date,67.276486,73.781486,77.781486,86.281486,96.386486,96.386486,110.450286,110.450286,110.450286,145.450286,163.6503,JAIBALAJI
Total Shares Out. on Balance Sheet Date,67.276486,73.781486,77.781486,86.281486,96.386486,96.386486,110.450286,110.450286,110.450286,145.450286,163.6503,JAIBALAJI
Book Value/Share,32.880448,-26.51,-112.82,-143.21,-148.02,-163.92,-150.1,-156.91,-150.55,38.231035,91.91039,JAIBALAJI
Tangible Book Value,2212.081,-1956.3,-8774.9,-12356.2,-14266.9,-15801.5,-16581.9,-17335.3,-16632.6,5557.512,15039.047,JAIBALAJI
Tangible Book Value/Share,32.880448,-26.51,-112.82,-143.21,-148.02,-163.94,-150.13,-156.95,-150.59,38.209013,91.89746,JAIBALAJI
Total Debt,27026.681,30856.745,35301.567,36045.501,35199.647,36411.352,34689.708,34382.541,31692.804,8603.653,4725.297,JAIBALAJI
Net Debt,26756.285,30515.336,35133.885,35999.182,35126.547,36339.864,34578.941,34126.126,31497.203,8248.799,3815.53,JAIBALAJI
Debt Equiv. of Unfunded Proj. Benefit Obligation,33.945,48.863,69.813,83.709,58.043,71.894,80.008,86.304,73.842,93.13,,JAIBALAJI
Debt Equivalent Oper. Leases,1972.96,1840.856,1658.704,2134.504,2621.488,2979.256,1936.384,3181.568,3681.12,3556.504,,JAIBALAJI
Equity Method Investments,13.479,13.479,13.479,0.388,0.388,0.388,0.388,0.388,0.388,0.388,,JAIBALAJI
Inventory Method,,,,,,,,,,,,JAIBALAJI
Raw Materials Inventory,3893.178,4046.246,3904.613,2191.253,2844.135,3471.371,4014.611,4864.723,5194.399,4983.068,,JAIBALAJI
Work in Progress Inventory,83.718,301.852,57.912,81.66,194.466,83.864,87.249,129.962,108.896,196.23,,JAIBALAJI
Finished Goods Inventory,1000.141,570.093,913.626,1839.594,1141.495,869.295,1142.883,1433.449,1610.639,2027.825,,JAIBALAJI
Other Inventory Accounts,418.086,368.994,402.631,483.243,704.854,535.578,541.146,563.515,666.34,1006.555,,JAIBALAJI
Land,515.783,515.791,,516.315,497.575,410.389,410.389,410.389,410.389,410.389,,JAIBALAJI
Buildings,4256.305,4255.036,,4260.599,4085.314,4092.473,4059.262,4077.935,4108.86,4182.831,,JAIBALAJI
Machinery,21194.32,21258.905,,21251.392,20212.398,20268.275,20282.574,20603.425,21280.362,20318.394,,JAIBALAJI
Construction in Progress,1287.053,1265.501,,816.813,798.855,393.519,578.064,595.367,522.5,688.337,,JAIBALAJI
Full Time Employees,,,,,2913,2965,3026,3071,3183,3675,,JAIBALAJI
Accum. Allowance for Doubtful Accts,99.334,99.334,148.885,2011.829,2166.067,2132.317,2329.822,2410.054,3604.463,3752.719,,JAIBALAJI
Filing Date,,,,,,,,,,,,JAIBALAJI
Restatement Type,,,,,,,,,,,,JAIBALAJI
Calculation Type,,,,,,,,,,,,JAIBALAJI
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,JAIBALAJI
,,,,,,,,,,,,JAIBALAJI
Cash And Equivalents,14370.17,16314.729,3553.914,20672.747,42313.805,14520.795,74158.687,63363.078,16577.327,17421.094,81964.8,J&KBANK
Investment Securities,261850.666,227395.93,203336.185,212708.892,188600.296,231405.03,229904.739,350124.045,394765.426,415876.663,349002.2,J&KBANK
Total Investments,261850.666,227395.93,203336.185,212708.892,188600.296,231405.03,229904.739,350124.045,394765.426,415876.663,349002.2,J&KBANK
Gross Loans,463846.033,445858.16,501932.893,498161.13,569127.445,662715.072,643990.687,668417.318,703930.75,822776.113,937566,J&KBANK
Net Loans,463846.033,445858.16,501932.893,498161.13,569127.445,662715.072,643990.687,668417.318,703930.75,822776.113,937566,J&KBANK
"Gross Property, Plant & Equipment",11034.984,13527.635,14886.046,23499.594,25138.272,26751.49,31939.536,32681.639,33488.41911,38231.287,,J&KBANK
Accumulated Depreciation,-5683.7,-6632,-7243.5,-8062.7,-8989.5,-9998.3,-11228.2,-12553.3,-13949,-15513.8,,J&KBANK
"Net Property, Plant & Equipment",5351.327,6895.598,7642.573,15436.915,16148.811,16753.17,20711.368,20128.381,19539.371,22717.523,22577.5,J&KBANK
Accrued Interest Receivable,5507.818,5010.039,4557.195,5061.405,4122.52,4309.753,4439.368,5805.162,5904.195,6992.882,,J&KBANK
Restricted Cash,27785.861,21036.763,28488.133,33255.257,40286.64,44202.294,23767.335,31673.963,71341.741,71567.501,,J&KBANK
Other Current Assets,1544.027,2005.212,3559.529,3185.151,3593.09,1228.265,1836.94,2347.789,2629.691,1870.514,,J&KBANK
"Deferred Tax Assets, LT",,,,,2221.71,2998.851,3331.171,2662.695,2393.325,1828.971,,J&KBANK
Other Long-Term Assets,5872.213,34581.49,49464.911,31639.802,30430.074,35915.031,86151.179,58206.294,88678.505,98074.655,153935.3,J&KBANK
Total Assets,786128.115,759097.921,802535.333,820121.299,896844.391,1014048.261,1088291.474,1202728.725,1305760.331,1459125.916,1545045.8,J&KBANK
LIABILITIES,,,,,,,,,,,,J&KBANK
Interest Bearing Deposits,624890.413,591898.68,621677.106,628975.05,687335.671,782750.129,854143.888,941872.686,1003091.921,1080345.088,1347632.4,J&KBANK
Non-Interest Bearing Deposits,68393.054,65462.957,72110.98,95614.684,112709.66,113618.194,123714.419,138600.29,143935.738,139926.703,,J&KBANK
Total Deposits,693283.467,657361.637,693788.086,724589.734,800045.331,896368.323,977858.307,1080472.976,1147027.659,1220271.791,1347632.4,J&KBANK
Curr. Port. of LT Debt,,,,,,,,,,10051.458,,J&KBANK
Long-Term Debt,17650,23396.667,22400.001,12760.488,16283.357,26239.561,20195.765,20151.969,23708.173,18871.6,28850,J&KBANK
Accrued Interest Payable,1322.941,1161.229,359.086,299.531,441.225,290.422,230.46,198.25,180.428,289.481,,J&KBANK
Other Current Liabilities,2733.877,2393.481,2861.091,2523.268,2921.964,2753.577,2447.207,2773.447,2710.593,2985.297,,J&KBANK
"Def. Tax Liability, Non-Curr.",74.183,171.429,363.649,165.963,,,,,,,,J&KBANK
Other Non-Current Liabilities,13842.44,13529.007,18554.862,23053.401,15576.622,22178.828,24101.227,31109.399,51362.316,107693.037,46636.2,J&KBANK
Total Liabilities,728906.908,698013.45,738326.775,763392.385,835268.499,947830.711,1024832.966,1134706.041,1224989.169,1360162.664,1423118.6,J&KBANK
Common Stock,484.778,484.778,484.778,521.333,556.858,556.858,713.45,713.45,932.886,1031.479,1101.3,J&KBANK
Additional Paid In Capital,867.791,867.791,867.791,3331.236,6115.712,6115.712,10959.119,10959.119,17604.651,21824.157,,J&KBANK
Retained Earnings,55116.905,58857.188,61956.691,45819.62,47992.906,52199.578,40233.411,24015.128,25269.033,28262.483,,J&KBANK
Treasury Stock,,,,,,,,,,,,J&KBANK
Comprehensive Inc. and Other,751.733,874.714,899.298,7056.725,6910.416,7345.402,11552.528,32334.987,36964.592,47845.133,120825.9,J&KBANK
Total Common Equity,57221.207,61084.471,64208.558,56728.914,61575.892,66217.55,63458.508,68022.684,80771.162,98963.252,121927.2,J&KBANK
Total Equity,57221.207,61084.471,64208.558,56728.914,61575.892,66217.55,63458.508,68022.684,80771.162,98963.252,121927.2,J&KBANK
Total Liabilities And Equity,786128.115,759097.921,802535.333,820121.299,896844.391,1014048.261,1088291.474,1202728.725,1305760.331,1459125.916,1545045.8,J&KBANK
Supplemental Items,,,,,,,,,,,,J&KBANK
Total Shares Out. on Filing Date,484.77802,484.77802,484.77802,521.333071,556.858392,556.858392,713.668938,713.450938,932.886594,1031.479861,1101.634782,J&KBANK
Total Shares Out. on Balance Sheet Date,484.77802,484.77802,484.77802,521.333071,556.858392,556.858392,713.668938,713.450938,932.886594,1031.479861,1101.634782,J&KBANK
Book Value/Share,118.035894,126.005034,132.4494,108.815107,110.57729,118.912727,88.918691,95.343183,86.581973,95.94298,110.678422,J&KBANK
Tangible Book Value,57221.207,61084.471,64208.558,56728.914,61575.892,66217.55,63458.508,68022.684,80771.162,98963.252,121927.2,J&KBANK
Tangible Book Value/Share,118.035894,126.005034,132.4494,108.815107,110.57729,118.912727,88.918691,95.343183,86.581973,95.94298,110.678422,J&KBANK
Average Assets,,,,,,,,,,,,J&KBANK
Average Loans,,,,,,,,,,,,J&KBANK
Total Debt,17650,23396.667,22400.001,12760.488,16283.357,26239.561,20195.765,20151.969,23708.173,28923.058,28850,J&KBANK
Cash Deposits Int. Bearing,11700.095,13620.942,774.68,18018.273,39316.837,9973.402,68451.213,57052.03,73350.344,27390.613,9464,J&KBANK
Debt Equiv. of Unfunded Proj. Benefit Obligation,,,,,,,,,,5880.5,,J&KBANK
Net Debt,-62314.2,-63274.7,-23938.4,-38021.1,-30257.5,-15329.8,-69326.1,-85594.2,-80167.9,-104325.5,-53114.8,J&KBANK
Full Time Employees,,9382,10141,10022,10072,10508,11740,11727,12977,12786,,J&KBANK
Number of Branches,777,817,857,865,904,938,955,955,980,990,,J&KBANK
Filing Date,,,,,,,,,,,,J&KBANK
Restatement Type,,,,,,,,,,,,J&KBANK
Calculation Type,,,,,,,,,,,,J&KBANK
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,J&KBANK
,,,,,,,,,,,,J&KBANK
Cash And Equivalents,73.926,112.821,74.954,20.834,19.243,107.83,219.296,149.706,313.63,290.341,669.1,JBMA
Short Term Investments,,,,9.567,11.173,2.969,3.158,30.735,29.935,154.792,,JBMA
Total Cash & ST Investments,73.926,112.821,74.954,30.401,30.416,110.799,222.454,180.441,343.565,445.133,669.1,JBMA
Accounts Receivable,2407.524,2302.679,2912.78,3079.772,3549.706,6386.556,5672.523,5995.682,10409.857,8269.159,6704,JBMA
Other Receivables,10.231,27.571,81.476,205.341,224.121,284.351,328.098,371.433,812.264,1294.812,,JBMA
Notes Receivable,,,,,,30,,,,,,JBMA
Total Receivables,2417.755,2330.25,2994.256,3285.113,3773.827,6700.907,6000.621,6367.115,11222.121,9563.971,6704,JBMA
Inventory,1584.453,1783.515,2880.415,2163.553,2351.819,2898.333,2955.469,3620.286,4134.83,4238.963,7436.7,JBMA
