Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Change In Inventories,-2090.9,-9825.6,2166,15097.7,-6423.8,3305.8,3531.9,3489,-743.3,-4757.5,2446.8,LT
Change in Acc. Payable,41720.7,91196.9,93081.1,53074.4,117270.2,68190.6,31342.3,22197.8,96780.3,54127.1,145065.3,LT
Change in Other Net Operating Assets,-64482.2,-69840.4,-105849.3,-57438.5,-164592.5,-138551.6,69.2,46177.1,50046.5,49374.4,-55878.9,LT
Cash from Ops.,-71427.7,-13653.8,-32395.9,66552.6,-100310.2,-47558.3,65424.4,230719.6,191635.8,227769.6,182662.8,LT
Capital Expenditure,-69673,-62524.6,-43216.3,-29770.9,-28771.7,-43073.8,-34368.2,-18077,-31106.3,-41437.9,-45165.3,LT
"Sale of Property, Plant, and Equipment",2892.3,1578,1982.5,1563.3,8621.3,8079.7,1373.9,8853.6,707.5,3503.7,3060.6,LT
Cash Acquisitions,-9,-980.2,-323.6,-70.7,-1633,-2768.1,-96852.1,-1147,-779.4,-1245.6,-131.3,LT
Divestitures,-90.1,2092,4568.6,22330.6,10327.9,670,-143.4,3094.7,9506.6,28724.3,8610.3,LT
Invest. in Marketable & Equity Securt.,7802.6,1549.3,-15430.4,-103023.2,19077.5,-82749.2,38753.7,-177865,-24224.7,-89546.2,28913.7,LT
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,LT
Other Investing Activities,3978.5,10504,6153.6,11011.5,31523,9613.4,8673.4,128555.5,9219.5,16884.7,26342.4,LT
Cash from Investing,-55098.7,-47781.5,-46265.6,-97959.4,39145,-110228,-82562.7,-56585.2,-36676.8,-83117,21630.4,LT
Short Term Debt Issued,,,,,,,,,,3574,,LT
Long-Term Debt Issued,283854,322979.8,302688.2,321666.4,495834.8,319467.6,475026.3,362586,273932.6,279409.3,231254.3,LT
Total Debt Issued,283854,322979.8,302688.2,321666.4,495834.8,319467.6,475026.3,362586,273932.6,282983.3,231254.3,LT
Short Term Debt Repaid,,,,,,,,,,,-28711.5,LT
Long-Term Debt Repaid,-109638.7,-208361.4,-197530.6,-272862.8,-369644.8,-140814.2,-339430.6,-453727,-362136.4,-332183.3,-248165.4,LT
Total Debt Repaid,-109638.7,-208361.4,-197530.6,-272862.8,-369644.8,-140814.2,-339430.6,-453727,-362136.4,-332183.3,-276876.9,LT
Issuance of Common Stock,1440.5,988.9,701.9,533.2,495,113.1,175.6,158.5,109.7,103.1,96.5,LT
Repurchase of Common Stock,,,,,,,,,,,-122798.8,LT
Common Dividends Paid,-11408.5,-13227.3,-15123.3,-17015.1,-19607.6,-22431.8,-39296.1,-11232.3,-25283.8,-30914.2,-33735.6,LT
Total Dividends Paid,-11408.5,-13227.3,-15123.3,-17015.1,-19607.6,-22431.8,-39296.1,-11232.3,-25283.8,-30914.2,-33735.6,LT
Special Dividend Paid,,,,,,,,-25276.6,,,-8433.9,LT
Other Financing Activities,-32891,-23351.4,-18209.2,-3362.4,-13372.8,-1933,-32759.7,-25252.4,-38436.9,-35713.8,-43639.2,LT
Cash from Financing,131356.3,79028.6,72527,28959.3,93704.6,154401.7,63715.5,-152743.8,-151814.8,-115724.9,-254133.6,LT
Foreign Exchange Rate Adj.,,,,,,,,-901.1,823,2636.8,158.5,LT
Net Change in Cash,4829.9,17593.3,-6134.5,-2447.5,32539.4,-3384.6,46577.2,20489.5,3967.2,31564.5,-49681.9,LT
Supplemental Items,,,,,,,,,,,,LT
Cash Interest Paid,39047.5,39261.4,24615.9,21740.3,24707,29831.7,29024.9,33879.9,29679.2,30467.3,36054.8,LT
Cash Taxes Paid,32241,32593.4,35446,35932.1,38324.5,52867.3,46681.7,34710.1,45394.5,51271.6,52800.5,LT
Levered Free Cash Flow,-65065.2,45090.4,-58069.5,16812.6,-39821.2,-72440.1,-3679.1,165256.6,74625.7,116513.8,247452.8,LT
Unlevered Free Cash Flow,-46267.3,61742.9,-48692.9,24753.3,-30376.9,-61486,13341.2,189659.9,93722.1,136374.3,269556,LT
Change in Net Working Capital,58361.1,-37424,83691.2,31111.5,102219.5,133553.8,80383,-77115.5,15380.4,-14994.6,-125601.3,LT
Net Debt Issued,174215.3,114618.4,105157.6,48803.6,126190,178653.4,135595.7,-91141,-88203.8,-49200,-45622.6,LT
Net Cash From Discontinued Ops. - Investing,,,,,,,,115308.2,-595.2,-969.9,,LT
Filing Date,,,,,,,,,,,,LT
Restatement Type,,,,,,,,,,,,LT
Calculation Type,,,,,,,,,,,,LT
,,,,,,,,,,,,LT
Net Income,9964.1,7685.3,8363,9707,11120,15159,15201,19361,39483,44083,45821,LTIM
Depreciation & Amort.,589,741.6,737,715,706,722,1980,2547,4807,5962,6664,LTIM
Amort. of Goodwill and Intangibles,795.8,837.8,104,109,124,196,240,231,473,283,290,LTIM
"Depreciation & Amort., Total",1384.8,1579.4,841,824,830,918,2220,2778,5280,6245,6954,LTIM
Other Amortization,,,899,956,733,554,510,547,691,982,1235,LTIM
(Gain) Loss From Sale Of Assets,-1.8,7.2,27,15,6,13,9,-3,-16,-18,-71,LTIM
(Gain) Loss On Sale Of Invest.,-79.6,-141.3,,-194,-738,-990,-1216,-1542,-2040,-1670,-3140,LTIM
Provision for Credit Losses,,,,,,,,-145,-11,,,LTIM
Stock-Based Compensation,2.3,,-142,428,400,281,319,168,538,1136,1244,LTIM
Provision & Write-off of Bad debts,,,,,,253,236,232,470,695,765,LTIM
Other Operating Activities,-3583.7,-1785.6,-298,373,-153,824,1469,-104,300,-2862,-2088,LTIM
Change in Acc. Receivable,-1906.4,-1979.7,-3049,-1156,-5523,-1442,-3131,-203,-18238,-19690,5046,LTIM
Change In Inventories,,,,,,,,,5,8,3,LTIM
Change in Acc. Payable,1332.6,1164.8,2067,686,1993,2366,3604,4875,7909,4122,4223,LTIM
Change in Other Net Operating Assets,-833.8,-107.6,-123,57,-230,-3985,-2786,-1968,-1864,-2085,-3297,LTIM
Cash from Ops.,6278.6,6422.5,8585,11696,8438,13951,16435,23996,32507,30946,56695,LTIM
Capital Expenditure,-1183.3,-1964,-1291,-729,-1019,-1566,-2465,-2719,-10573,-9393,-8432,LTIM
"Sale of Property, Plant, and Equipment",233.6,25.1,149,41,37,35,39,54,44,47,102,LTIM
Cash Acquisitions,,,,-71,-1147,-2157,-591,-426,-1855,-1486,-59,LTIM
Divestitures,,,,,,,,,,,,LTIM
Invest. in Marketable & Equity Securt.,-1121.6,793.5,608,-8977,-3016,-4512,-4604,-14611,-4643,6257,-33305,LTIM
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,LTIM
Other Investing Activities,3874.5,116.8,92,221,539,762,1101,1142,574,1266,2573,LTIM
Cash from Investing,1803.3,-1028.6,-442,-9515,-4606,-7438,-6520,-16560,-16453,-3309,-39121,LTIM
Short Term Debt Issued,,,,,,,320,94,105,665,,LTIM
Long-Term Debt Issued,,1013.2,,,,,,,,,,LTIM
Total Debt Issued,,1013.2,,,,,320,94,105,665,,LTIM
Short Term Debt Repaid,,,,,,,,,,,-866,LTIM
Long-Term Debt Repaid,-1228.7,,-1664,-437,,,-1397,-1602,-2004,-2271,-2478,LTIM
Total Debt Repaid,-1228.7,,-1664,-437,,,-1397,-1602,-2004,-2271,-3344,LTIM
Issuance of Common Stock,,,69,4,3,3,,1,2,12,12,LTIM
Common Dividends Paid,-5514.8,-4805.3,-5467,-1610,-3034,-4499,-4864,-5319,-11528.1,-15627,-17753,LTIM
Total Dividends Paid,-5514.8,-4805.3,-5467,-1610,-3034,-4499,-4864,-5319,-11528.1,-15627,-17753,LTIM
Special Dividend Paid,,,,,,,,,-1748.9,,,LTIM
Other Financing Activities,-943.1,-1181.8,-1107,1715,-1045,-1447,-2959,1738,-1630,-2096,-1603,LTIM
Cash from Financing,-7686.5,-4973.8,-8169,-328,-4076,-5943,-8900,-5088,-16804,-19317,-22688,LTIM
Foreign Exchange Rate Adj.,,,45,-94,82,-53,87,-6,21,595,-63,LTIM
Net Change in Cash,395.4,420.1,19,1759,-162,517,1102,2342,-729,8915,-5177,LTIM
Supplemental Items,,,,,,,,,,,,LTIM
Cash Interest Paid,102.2,56.2,58,32,138,16,40,21,1155,1492,2189,LTIM
Cash Taxes Paid,2981.9,3892.7,3654,2737,4081,5593,4933,6400,13478,15217,15707,LTIM
Levered Free Cash Flow,5690.4,-199.6,7781.2,8717.9,3401.9,9167.4,10563.6,16813.2,8304.5,16757,40016.4,LTIM
Unlevered Free Cash Flow,5754.3,-164.4,7817.5,8737.9,3500,9233.6,11079.9,17305.8,9043.9,17478.2,40880.1,LTIM
Change in Net Working Capital,499.5,5064.4,-2192.4,-682,4274,1804,481,-1578,15972,15152,-5074,LTIM
Net Debt Issued,-1228.7,1013.2,-1664,-437,,,-1077,-1508,-1899,-1606,-3344,LTIM
Net Cash From Discontinued Ops. - Investing,3799.6,94,,,,,,,,,,LTIM
Filing Date,,,,,,,,,,,,LTIM
Restatement Type,,,,,,,,,,,,LTIM
Calculation Type,,,,,,,,,,,,LTIM
,,,,,,,,,,,,LTIM
Net Income,46669.3,31374.7,31484.3,36980.4,75103.9,53154.6,1270.4,18124.9,65773.2,102815,112686.4,M&M
Depreciation & Amort.,18009,18013.4,19849.7,21422.1,23966.6,27110.7,34096,23822,25348.4,30054.4,47237.8,M&M
Amort. of Goodwill and Intangibles,341.7,204.7,115.9,169.9,283.1,441.4,493.4,336,356.2,442.7,,M&M
"Depreciation & Amort., Total",18350.7,18218.1,19965.6,21592,24249.7,27552.1,34589.4,24158,25704.6,30497.1,47237.8,M&M
Other Amortization,3345,3020.3,4450.9,6499.1,8549.3,12355.6,14922,9513.3,9322,12789.9,,M&M
(Gain) Loss From Sale Of Assets,-16.2,247.2,281,539,104.5,163.1,-539.6,-110.1,391.1,-148.9,-272.9,M&M
(Gain) Loss On Sale Of Invest.,-81.1,-59.9,325.1,,,,,,,,,M&M
Asset Writedown & Restructuring Costs,125.7,231.2,401.1,1324,,,251.5,109.8,48.4,281.1,,M&M
Stock-Based Compensation,766.6,515.1,1164.5,1707,1120,1430.4,1744.7,1328.4,1052.5,1397.5,1288.6,M&M
Net Cash From Discontinued Ops.,,,,,,,-22465.1,-24404.1,,,,M&M
Other Operating Activities,-1043.2,-6022.5,-1845,-9575.1,-34175.8,-12906.4,25401.9,16128.3,-12748.9,-18961.5,-25488.5,M&M
Change in Acc. Receivable,-22582,-5750.9,1767.7,-21751,-20659.1,-2783,24090.1,-8914.8,-20445.1,-29044.7,-18898.1,M&M
Change In Inventories,-777.8,-624.6,-11128.1,2409.7,-2563.2,-22762,13163.6,2257.4,-21729.9,-52519.6,-17526.4,M&M
Change in Acc. Payable,10944.2,11686.3,19387.7,26449.5,53609.3,34656.7,-67750.9,70493.4,49723.7,70126,43543.6,M&M
Change in Other Net Operating Assets,-58138.6,-42286.4,-42407.2,-64343.7,-98520,-134334,-39247.3,57875.9,-4616.1,-187972.1,-198870,M&M
Cash from Ops.,-2437.4,10548.6,23847.6,1830.9,6818.6,-43472.9,-14569.3,166560.4,92475.5,-70740.2,-56299.5,M&M
Capital Expenditure,-36652.8,-47589.3,-41720,-50261.5,-59057.8,-73400.1,-68960.2,-59894.9,-60398,-63045.7,-99459.9,M&M
"Sale of Property, Plant, and Equipment",575.7,431.3,586.3,626.3,1147.2,1415.4,1019,13641.5,1199.4,1377.8,2732.3,M&M
Cash Acquisitions,-208.1,-609.6,-2537.5,-834.7,-4007.7,49.7,-587.4,,-418.3,-5865.8,-528.7,M&M
Divestitures,9438.1,4007.8,453.7,,,,1745.9,1780.6,57.2,7402.8,202.4,M&M
Invest. in Marketable & Equity Securt.,-18568,-5469,-19966.8,-15750.2,1971,-6847.4,-11664.5,-147461.3,14399.4,-43723.4,16959.5,M&M
Net (Inc.) Dec. in Loans Originated/Sold,-569.5,351.5,,,,,,,,,,M&M
Other Investing Activities,1087.3,7228.6,5198.9,7466.3,5268,7100.7,9498.9,7466.5,12902.1,18381.7,24116.7,M&M
Cash from Investing,-44897.3,-41648.7,-57985.4,-58753.8,-54679.3,-71681.7,-68948.3,-184467.6,-32258.2,-85472.6,-55977.7,M&M
Short Term Debt Issued,,,7220,11016,,2218.2,,,,5167.1,,M&M
Long-Term Debt Issued,605069.4,479573.4,786970.8,721805.9,668193.8,713894.1,526175.9,381003.7,538799.4,556224.1,613078.4,M&M
Total Debt Issued,605069.4,479573.4,794190.8,732821.9,668193.8,716112.3,526175.9,381003.7,538799.4,561391.2,613078.4,M&M
Short Term Debt Repaid,-1714.9,-2737.5,,,-1445.2,,-6281.4,-17332.9,-2852.1,,-3620.3,M&M
Long-Term Debt Repaid,-532646.9,-443284,-750947.1,-660240.7,-602135.3,-565738.2,-439736.7,-363250.7,-575210.1,-383230.7,-472286.9,M&M
Total Debt Repaid,-534361.8,-446021.5,-750947.1,-660240.7,-603580.5,-565738.2,-446018.1,-380583.6,-578062.2,-383230.7,-475907.2,M&M
Issuance of Common Stock,1839,26,180.3,121.9,44.1,10,5.3,5.8,9.2,5.3,5.1,M&M
Issuance of Pref. Stock,,,,,,,,,,4000,16000,M&M
Common Dividends Paid,-10635,-11688.5,-9323.9,-7716.6,-8457.3,-9374.6,-11350.9,-2643.3,-9804.4,-12847.5,-18105.4,M&M
Total Dividends Paid,-10635,-11688.5,-9323.9,-7716.6,-8457.3,-9374.6,-11350.9,-2643.3,-9804.4,-12847.5,-18105.4,M&M
Special Dividend Paid,-307,-307.9,,,,,,,,,,M&M
Other Financing Activities,-5830.8,-4887.7,-4432,-3906.8,6944.9,-9073.2,515.3,6279.7,-9768,-9857.2,-12256.8,M&M
Cash from Financing,55773.8,16693.8,29668.1,61079.7,63145,131936.3,69327.5,4062.3,-58826,159461.1,122814.1,M&M
Foreign Exchange Rate Adj.,,,-1.7,0.9,7.1,-58,250.4,140.5,-127.7,338.6,-120.3,M&M
Misc. Cash Flow Adj.,-338.7,-1925.8,2927.4,,,,,,-133.6,-3528.7,-49.7,M&M
Net Change in Cash,8100.4,-16332.1,-1544,4157.7,15291.4,16723.7,-13939.7,-13704.4,1130,58.2,10366.9,M&M
Supplemental Items,,,,,,,,,,,,M&M
Cash Interest Paid,5830.8,4887.7,4432,4710.5,5209.3,7232.4,6244.8,8092.3,6795,7344,5968.7,M&M
Cash Taxes Paid,12747.2,17011.2,19725.3,20048.1,26638.7,29374,22566,18500.8,15604.2,27748.7,39961,M&M
Levered Free Cash Flow,-8413.6,-17849.8,-5468.1,684.1,-2442.4,-18814.4,-12972.4,32000.3,22622,-7802.1,-1859.1,M&M
Unlevered Free Cash Flow,9293.8,1209.8,14809.1,22904.5,21801.6,11861.3,23871.6,69440,53338.3,27819.7,44942.2,M&M
Change in Net Working Capital,29041.1,17258.6,19580.3,11129.5,18363.5,31921.6,25279.8,-24538.6,-2911.6,59578.2,43983.6,M&M
Net Debt Issued,70707.6,33551.9,43243.7,72581.2,64613.3,150374.1,80157.8,420.1,-39262.8,178160.5,137171.2,M&M
Filing Date,,,,,,,,,,,,M&M
Restatement Type,,,,,,,,,,,,M&M
Calculation Type,,,,,,,,,,,,M&M
,,,,,,,,,,,,M&M
Net Income,28529,38074,54961,75099,78800,76491,56760,43891,38795,82110,134882,MARUTI
Depreciation & Amort.,20154,24043,27005,25094,26475,28930,33835,28917,26282,26177,52558,MARUTI
Amort. of Goodwill and Intangibles,1006,1110,1213,945,1123,1278,1449,1424,1589,1991,,MARUTI
"Depreciation & Amort., Total",21160,25153,28218,26039,27598,30208,35284,30341,27871,28168,52558,MARUTI
Other Amortization,,,,,,,,,19,89,,MARUTI
Minority Int. in Earnings,-16,-12,,,,,,,,,,MARUTI
(Gain) Loss From Sale Of Assets,149,483,1354,632,545,531,424,590,458,115,1000,MARUTI
(Gain) Loss On Sale Of Invest.,-4555,-6867,-13181,-22116,-19576,-24282,-30916,-28124,-15671,-19088,-36906,MARUTI
(Income) Loss on Equity Invest.,229,180,-1296,-1857,-1833,-1648,-1221,-1722,-1648,-1834,-1944,MARUTI
Other Operating Activities,-2969,28,174,3105,4267,-2143,328,221,-3288,-773,1204,MARUTI
Change in Acc. Receivable,464,3448,-2041,1215,-2619,-8506,3405,6965,-7640,-12581,-13164,MARUTI
Change In Inventories,1240,-9821,-4495,-1311,1035,-1624,1087,1649,-4833,-7512,1254,MARUTI
Change in Acc. Payable,8129,7115,17888,9788,21280,-8579,-21551,26801,-3959,20075,33214,MARUTI
Change in Other Net Operating Assets,-2414,6711,3243,12226,8382,5561,-8642,7950,-11699,3745,-4087,MARUTI
Cash from Ops.,49946,64492,84825,102820,117879,66009,34958,88562,18405,92514,168011,MARUTI
Capital Expenditure,-35449,-30578,-24686,-32524,-39116,-47470,-31947,-21320,-32063,-61166,-89162,MARUTI
"Sale of Property, Plant, and Equipment",89,161,123,164,264,1702,370,420,1360,996,446,MARUTI
Cash Acquisitions,,,,,,,,-218,,,,MARUTI
Divestitures,,,,,,,,,,,,MARUTI
Sale (Purchase) of Intangible assets,,-1315,-1787,-1388,,-1254,-2423,-2383,-2530,-2307,-2837,MARUTI
Invest. in Marketable & Equity Securt.,-17102,-15239,-46732,-58475,-45046,10289,27434,-50114,29067,-19885,-30878,MARUTI
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,MARUTI
Other Investing Activities,2493,2060,778,491,881,1334,1000,702,1774,2001,3783,MARUTI
Cash from Investing,-49969,-44911,-72304,-91732,-83017,-35399,-5566,-72913,-2392,-80361,-118648,MARUTI
Short Term Debt Issued,12379,525,774,4836,,,,,,,,MARUTI
Long-Term Debt Issued,265,390,,,100,388,,3803,,8312,,MARUTI
Total Debt Issued,12644,915,774,4836,100,388,,3803,,8312,,MARUTI
Short Term Debt Repaid,-8639,-12379,-354,-774,-3728,,,,,,-11827,MARUTI
Long-Term Debt Repaid,-215,-2114,-2773,-1535,,,-554,-111,-1178,-460,-134,MARUTI
Total Debt Repaid,-8854,-14493,-3127,-2309,-3728,,-554,-111,-1178,-460,-11961,MARUTI
Common Dividends Paid,-2417,-3625,-7552,-10573,-22656,-24166,-24166,-18125,-13594,-18125,-27187,MARUTI
Total Dividends Paid,-2417,-3625,-7552,-10573,-22656,-24166,-24166,-18125,-13594,-18125,-27187,MARUTI
Special Dividend Paid,,,,,,,,,,,,MARUTI
Other Financing Activities,-2112,-2832,-2461,-3247,-8077,-5701,-6323,-1016,-1298,-1858,-1472,MARUTI
Cash from Financing,-739,-20035,-12366,-11293,-34361,-29479,-31043,-15449,-16070,-12131,-40620,MARUTI
Net Change in Cash,-762,-454,155,-205,501,1131,-1651,200,-57,22,8743,MARUTI
Supplemental Items,,,,,,,,,,,,MARUTI
Cash Interest Paid,1701,2216,923,1095,3465,733,1355,1016,1298,1858,1472,MARUTI
Cash Taxes Paid,8993,11367,20656,25381,35172,36406,19343,10113,11783,22328,35971,MARUTI
Levered Free Cash Flow,17314.6,32147.5,49545.6,60434.6,71266,13612.5,-4311.5,72259.1,-9931.5,18243.1,68986.6,MARUTI
Unlevered Free Cash Flow,18464.6,33505.6,50054.4,60992.8,73427.2,14086.9,-3472.8,72784.1,-9140.3,19411.9,70196.6,MARUTI
Change in Net Working Capital,-11038,-12465,-8915,-20007,-25889,18734,28303,-51293,20956,-3356,-26697,MARUTI
Net Debt Issued,3790,-13578,-2353,2527,-3628,388,-554,3692,-1178,7852,-11961,MARUTI
Filing Date,,,,,,,,,,,,MARUTI
Restatement Type,,,,,,,,,,,,MARUTI
Calculation Type,,,,,,,,,,,,MARUTI
,,,,,,,,,,,,MARUTI
Net Income,,11846.9,5632.7,10013.6,12251.9,16069.3,19684.4,20824.3,21184.1,23905.2,29986.7,NESTLEIND
Depreciation & Amort.,,3375.4,3672.8,3536.7,3422.5,3356.7,3701.5,3703.8,3910.2,4030.1,4289.1,NESTLEIND
"Depreciation & Amort., Total",,3375.4,3672.8,3536.7,3422.5,3356.7,3701.5,3703.8,3910.2,4030.1,4289.1,NESTLEIND
(Gain) Loss From Sale Of Assets,,4.5,66,13.7,50.2,-10.3,-15.6,-49,-39.7,-62.6,-64,NESTLEIND
(Gain) Loss On Sale Of Invest.,,,,,,,18.3,6,9.6,39.3,-1.6,NESTLEIND
Asset Writedown & Restructuring Costs,,81.1,282.2,118.3,371.8,110.8,,,12.2,294.3,287.4,NESTLEIND
Other Operating Activities,,-396.6,-1989.1,-1063.6,-1668,-3130,-2068.1,-905.8,-998.9,-530.1,-1207.8,NESTLEIND
Change in Acc. Receivable,,-142.8,206,-192.2,84.3,-359,-0.4,-416,-17.6,-275.1,-112.9,NESTLEIND
Change In Inventories,,-1081.7,232.9,-1192.5,375.9,-630.8,-3175.2,-1334.1,-1686.3,-3361.2,555.2,NESTLEIND
Change in Acc. Payable,,1180,788.6,497.5,1850.2,2572.7,2533.3,225.6,2172.2,1776.3,681,NESTLEIND
Change in Other Net Operating Assets,,1573.4,2088.9,2927.6,1439.1,2545.1,2274.3,2490,-2185.8,1558.1,-491.2,NESTLEIND
Cash from Ops.,,16440.2,10981,14659.1,18177.9,20524.5,22952.5,24544.8,22360,27374.3,33921.9,NESTLEIND
Capital Expenditure,,-1894.4,-1508.1,-2070.1,-1985.6,-1659.8,-1545.2,-4783.6,-7348.4,-5499.2,-13713.5,NESTLEIND
"Sale of Property, Plant, and Equipment",,101.6,14.7,936.8,27.1,32,23.2,42.4,40,92.2,67.9,NESTLEIND
Cash Acquisitions,,,,,,,,,,-1421.3,,NESTLEIND
Divestitures,,,,,,,,,,,,NESTLEIND
Invest. in Marketable & Equity Securt.,,-803.4,-373.2,-1527.7,-1118.1,-1603.9,-158.6,,,254.8,1505.6,NESTLEIND
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,NESTLEIND
Other Investing Activities,,-1720.8,1161.8,1402,1771,2707.6,2510.5,1526.6,-11894.9,2656.2,2870.1,NESTLEIND
Cash from Investing,,-4317,-704.8,-1259,-1305.6,-524.1,829.9,-3214.6,-19203.3,-3917.3,-9269.9,NESTLEIND
Short Term Debt Issued,,41,,,,,,,240,,,NESTLEIND
Long-Term Debt Issued,,,,,,,,,,,,NESTLEIND
Total Debt Issued,,41,,,,,,,240,,,NESTLEIND
Short Term Debt Repaid,,,-31.7,,,,,,-240,,,NESTLEIND
Long-Term Debt Repaid,,-9244.4,,,,,-522.9,-601.8,-787.9,-732.5,-828.3,NESTLEIND
Total Debt Repaid,,-9244.4,-31.7,,,,-522.9,-601.8,-1027.9,-732.5,-828.3,NESTLEIND
Common Dividends Paid,,-5110,-4097.7,-5640.3,-8291.8,-10895,-12148.4,-18897.5,-19283.1,-20247.3,-23332.6,NESTLEIND
Total Dividends Paid,,-5110,-4097.7,-5640.3,-8291.8,-10895,-12148.4,-18897.5,-19283.1,-20247.3,-23332.6,NESTLEIND
Special Dividend Paid,,-964.2,,,,,-17354.8,,,,,NESTLEIND
Other Financing Activities,,-1075.2,-853.8,-1015.8,-1674.4,-2279.2,-5989.2,-59.6,-128.7,-247.6,-203.8,NESTLEIND
Cash from Financing,,-16352.8,-4983.2,-6656.1,-9966.2,-13174.2,-36015.3,-19558.9,-20199.7,-21227.4,-24364.7,NESTLEIND
Net Change in Cash,,-4229.6,5293,6744,6906.1,6826.2,-12232.9,1771.3,-17043,2229.6,287.3,NESTLEIND
Supplemental Items,,,,,,,,,,,,NESTLEIND
Cash Interest Paid,,154.5,32.9,35.1,6.6,40.5,109.8,90.4,94.6,181.1,203.5,NESTLEIND
Cash Taxes Paid,,6946.2,4256,6177.2,7728.4,11051.8,12787.9,7028.9,7286,8411.5,10591,NESTLEIND
Levered Free Cash Flow,,12578.2,11841,9101.6,14396.7,18633.1,17667.4,17181.9,15233.2,18135.7,21655.2,NESTLEIND
Unlevered Free Cash Flow,,12667.2,11861.6,9123.5,14400.8,18658.4,17736,17347.8,15559,18674.7,22400.8,NESTLEIND
Change in Net Working Capital,,70.9,-1350.8,2424.6,-1621.9,-2461.5,141.1,-1074.1,-5.8,583,-6315.3,NESTLEIND
Net Debt Issued,,-9203.4,-31.7,,,,-522.9,-601.8,-787.9,-732.5,-828.3,NESTLEIND
Filing Date,,,,,,,,,,,,NESTLEIND
Restatement Type,,,,,,,,,,,,NESTLEIND
Calculation Type,,,,,,,,,,,,NESTLEIND
,,,,,,,,,,,,NESTLEIND
Net Income,114036.1,99863.4,108011.5,107196.4,105439.5,137366.8,116002.3,146346.3,166759,169125.5,208118.9,NTPC
Depreciation & Amort.,47541,55456.1,52001.8,59881.8,74388.1,86411.5,103030.6,122636.2,134984.4,147134.8,162036.3,NTPC
Amort. of Goodwill and Intangibles,158.9,190,131,144.3,172.7,181.6,237.7,302.9,330.2,286.6,,NTPC
"Depreciation & Amort., Total",47699.9,55646.1,52132.8,60026.1,74560.8,86593.1,103268.3,122939.1,135314.6,147421.4,162036.3,NTPC
Other Amortization,,,62.6,80.3,76,97.2,293.3,252.6,249.6,221.6,,NTPC
(Gain) Loss On Sale of Assets,,1426.8,1422.1,725.8,1083,1715.6,516,1339.1,1017.9,1367.5,1903,NTPC
(Gain) Loss On Sale Of Invest.,,,,,,,,438.1,,,,NTPC
Total Asset Writedown,,,44.8,-7.3,-37.5,,,1311.4,2314.1,279.7,,NTPC
(Income) Loss on Equity Invest.,,,-1411.6,-6247.1,-4450.5,-6721.7,-4054,-6838.7,-10201.3,-7797.7,-16356,NTPC
Change in Acc. Receiv.,-6290.2,-29760.9,-1728.1,-6395.1,1858.5,-19067.9,-70866,3407.5,1997.3,-32560.7,-12967.3,NTPC
Change In Inventories,-11542.4,-16778.3,5965.1,8041.8,8127.2,-16654.1,-23096.8,20322.7,5386.8,-30049.8,-25867.3,NTPC
Change in Acc. Payable,13788.1,10199,-11093.7,6570.5,20848.3,5024.2,15241.2,-5464.8,36974.1,34612.8,-5883.5,NTPC
Change in Other Net Operating Assets,-9064.2,24646.3,69231.6,-10289.9,-89062.6,-44183.6,25020.1,-9979,-25217.2,-38452.1,-48649.9,NTPC
Other Operating Activities,16681.1,3642.9,18611.6,41964.1,78253.4,42686.9,76572.3,50366.3,103287.4,156347.3,145511.7,NTPC
Cash from Ops.,165308.4,148885.3,241248.7,201665.6,196696.1,186856.5,238896.7,324440.6,417882.3,400515.5,407845.9,NTPC
Capital Expenditures,-189484.5,-193199.2,-211379.5,-243998.6,-187662.8,-216069,-182304.4,-233123.4,-244444.2,-248185.2,-308159.2,NTPC
"Sale of Property, Plant and Equipment",,,1228.3,720.1,89.4,787.5,1679.3,303.6,1135,982.9,746,NTPC
Cash Acquisitions,,,,,,-38347.5,-115000,1266.9,,,,NTPC
Divestitures,,,,,,,,,,,,NTPC
Nuclear Fuel Expenditures,,,,,,,,,,,,NTPC
Cont. To Nuclear Decomm. Trust,,,,,,,,,,,,NTPC
Net Cash from Investments,16224.6,16390.8,8198.3,-4229.1,-22241.1,12837.2,-7890.7,-14374.2,6510.9,-15357.5,-16258.4,NTPC
Net (Increase)/Decrease in Loans Orig/Sold,,,,,,,,,,,,NTPC
Deferred Charges,,,,,,,,,,,,NTPC
Total Other Investing Activities,18165.7,17036.6,10336.7,2706.9,3033.4,159.1,7234.6,35582.6,7889.1,1487.8,2257.9,NTPC
Cash from Investing,-155094.2,-159771.8,-191616.2,-244800.7,-206781.1,-240632.7,-296281.2,-210344.5,-228909.2,-261072,-321413.7,NTPC
Short Term Debt Issued,514.8,2065.1,13387.6,16322.7,35608.4,98415,,,,43434.8,59447.5,NTPC
Long-Term Debt Issued,145237,254508.5,130181.1,245093.9,179182.3,277077.9,336531.4,353619.7,272374.3,283259.7,316316.5,NTPC
Total Debt Issued,145751.8,256573.6,143568.7,261416.6,214790.7,375492.9,336531.4,353619.7,272374.3,326694.5,375764,NTPC
